others,url,v_news_content,title
        点击：",http://www.gxstnu.edu.cn/info/1024/10151.htm,"5月12日下午，学校在图书馆学术报告厅召开2020年党建与思想政治工作会议。学校党委书记陈贵英，校党委副书记、校长张鹏，校党委副书记、纪委书记吴江萍，校党委副书记陈翔，党委办公室、纪检监察室、党委组织部、党委宣传部全体成员，党委学工部、党委武装部、党委教师工作部、离退休工作处、校工会、校团委负责人，各二级学院党组织书记、副书记，各党支部书记及全体辅导员参加会议。会议由校党委副书记、校长张鹏主持。,会议现场,陈贵英书记在会上对2019年学校党建和思想政治工作进行了总结回顾，既肯定了成绩，又指出了存在的问题和不足。陈书记指出，2019年学校坚持以习近平新时代中国特色社会主义思想为指导，围绕立德树人根本任务，加强和改进党对学校工作的领导，坚持党委领导下的校长负责制，充分发挥学校党委的领导核心作用，在“不忘初心、牢记使命”主题教育、领导班子和干部队伍建设、基层党组织建设、意识形态阵地建设、思想政治工作、党风廉政建设、统战工作等方面都取得了显著成绩。同时，陈书记明确指出学校党建和思想政治工作存在的问题和不足，并一一分析主要原因。,陈书记在会上指出，2020年是全面建成小康社会之年、是实现第一个百年奋斗目标的决胜之年、是“十三五”规划的收官之年、也是学校迎接本科教学评估的关键之年，做好党建和思想政治工作，为学校高质量发展提供政治保障具有十分重要的意义。就2020年学校党建和思想政治工作，陈书记强调，,抓好宣传思想和意识形态工作。要强化思想引领，筑牢意识形态阵地，注重选树身边先进典型，弘扬主旋律，传播好中国声音，讲好科师故事。,抓好基层党建工作。要压实党建工作责任，健全议事决策机制，建强党支部，优化基层党建内容，发挥基层党组织示范引领作用。,抓好思想政治工作。要深入推进“三全育人”综合改革，大力推进思政课改革创新，构建课程思政协同育人机制，加强网络思政教育，抓好师德师风建设。,抓好党风廉政建设工作。要开展廉政警示教育，提高党员干部的思想认识和拒腐防变能力，对违纪违规行为严格追责问责。,抓好干部队伍建设。要贯彻新时代党的组织路线，着眼学校发展需要，建设忠诚干净担当的高素质专业化干部队伍。,深入开展党建促脱贫工作。要发挥学校优势，助力学校定点帮扶贫困村2020年全部实现脱贫摘帽目标。,加强统战工作领导。要加强对党外知识分子政治引领、价值引领和事业引领。,校党委书记陈贵英讲话,张鹏校长就贯彻落实学校党建和思想政治工作会议精神时强调，各级党组织和党员干部要认真学习领会，迅速传达会议精神，在具体工作中抓好落实；要找准定位，突出重点抓好学校党建和思想政治工作；督查部门要强化督查，跟踪问效抓好落实。,张鹏校长主持会议",【图文】学校召开2020年党建与思想政治工作会议
"发布日期：2020-05-13    作者：韦清燕     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10155.htm,"5月13日上午，来宾市科学技术局副局长、党组成员刘红英一行3人就“十三五”广西科技计划项目申报相关事宜到我校科研管理处开展交流活动。双方在科教楼8楼会议室进行了座谈，科研管理处覃逸明处长、副处长赖家胜以及科室负责人参加会议。,座谈会现场,会上，来宾市科技局领导在会上详细解读了“十三五”广西科技计划项目申报指南和申报须知，并结合来宾市经济产业发展的实际情况对本次申报工作的侧重点和注意事项作了说明。赖家胜副处长向市科技局领导汇报了我校近年来申报广西科技计划项目的有关情况和本年度广西科技计划项目组织申报工作。覃逸明处长强调广西科技项目作为学校科研工作的重要内容之一，全力抓好抓实，并希望继续得到市局领导的指导和大力支持。,刘红英副局长对我校科技工作取得的成绩给予肯定，表示将继续加大市校合作，加强沟通交流，积极推动我校科技服务地方经济发展。",【图文】来宾市科技局到我校科研管理处开展工作交流
"发布日期：2020-05-15    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10162.htm,"5月15日下午，柳州市工人医院李兵院长一行3人来我校洽谈合作事宜。我校在科教楼七楼会议室举行校企合作洽谈会。校长张鹏、副校长蓝海出席会议，相关单位负责人参加了会议。,洽谈会现场,会上，张鹏校长对李兵院长一行来访表示热烈欢迎。李兵院长介绍了柳州市工人医院的基本情况，张鹏校长简要介绍了我校的办学历史、办学规模、办学特色等情况。学校与医院双方就疫情联防联控、互联网医院、医疗联合体等方面拟开展合作的有关事宜进行了讨论。,张鹏校长讲话,柳州市工人医院李兵院长讲话",【图文】学校与柳州市工人医院举行合作洽谈会
"发布日期：2020-05-13    作者：罗钰娴     来源：校团委
        点击：",http://www.gxstnu.edu.cn/info/1024/10157.htm,近日，根据《共青团广西区委关于公布2020 年广西高校共青团“第二课堂成绩单”精品课程立项项目名单的通知》（桂青联发〔2020〕8 号）文件，我校莫志慧老师申报的项目《大美工坊炫彩青春》获得广西高校共青团“第二课堂成绩单”精品课程立项。,喜讯：我校获2020 年广西高校共青团“第二课堂成绩单”精品课程立项
"发布日期：2020-05-16    作者：杨琪     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10164.htm,"5月15日，学校在科教楼七楼会议室举行党委中心组集中理论学习会，校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强及全体中心组成员参加学习会。会议由党委书记陈贵英主持。,会议现场,本次理论学习会围绕“习近平新时代中国特色社会主义思想的基本精神、基本内容、基本要求和习近平总书记关于疫情防控工作系列重要讲话、重要指示精神”主题展开学习。陈贵英书记组织学习了《习近平新时代中国特色社会主义思想是党和国家必须长期坚持的指导思想》等篇目；党委宣传部部长潘兴明带领与会人员学习了习近平总书记关于疫情防控工作系列重要讲话和重要指示精神。全体参会人员共同观看了自治区党委宣传部精心制作的意识形态教育片《思想的力量——如何做好意识形态工作》。,校党委副书记陈翔以“防范化解风险挑战 维护意识形态安全”为题，副校长蓝海以“慎终如始，做好常态化疫情防控工作”，纪检监察室主任陆茂以“加强监督，推进学校防疫工作措施落到实处”为题，党委宣传部部长潘兴明以“让抗疫精神成为迎接合格评估推动转型发展的精神动能”为题，依次作中心发言。,陈贵英书记在会上讲话，她指出，一是做好疫情防控工作仍然是当前工作的重中之重，防控措施不能有丝毫松懈。要学懂弄通习近平总书记关于疫情防控工作系列重要讲话和重要指示精神，抓紧抓实学校疫情防控工作，同时根据上级有关文件精神动态调整防控措施。二要把意识形态工作摆在更加重要的位置。意识形态工作是党的一项极端重要的工作，高校意识形态工作处于前沿阵地尤其需要高度重视。要教育引导师生从抗击疫情工作中看到社会主义制度的优越性，树立正确的人生观、价值观、世界观。三要统筹推进常态化疫情防控工作和学校日常工作。毫不放松绷紧常态化疫情防控工作这根弦，同时做好学科建设、教学科研、毕业生就业等日常工作，确保学校各项工作有序开展。",【图文】学校召开党委中心组理论学习会
"发布日期：2020-04-16    作者：杨琪     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10071.htm,"4月15日上午，我校组织参加全区高校开学工作视频调度会议。自治区人民政府副主席黄俊华、自治区教育厅厅长唐咸仅出席会议。根据会议要求，我校在来宾校区科教楼九楼视频会议室设分会场，校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、胡国强，学校疫情防控工作领导小组成员及相关部门负责人参加会议。,会议现场,就如何做好开学准备工作，黄俊华副主席要求：一要加强学生心理疏导，减少疫情对学生可能造成的心理问题和负面影响。全面排查学生心理情况，跟踪辅导，做到早发现、早辅导、早防范；加强学生的心理健康服务和心理健康干预，通过各种渠道，宣传心理健康防护知识。二要抓紧查缺补漏，扎实做好开学前各项准备工作。做好防控物资准备和临时隔离观察区域的设置，明确各部门职责，采取推演和实地演练相结合方式，确保发生突发事件时有序地处置；开展一次安全隐患大排查，做好防控的同时不能忽视其他安全问题。三要严格落实人盯人，做好湖北及武汉返回师生等重点人群健康管理服务工作。高度重视师生跨省流动带来的风险，摸清在外地特别是湖北武汉等师生情况，做到精准排查，精准管控，精准服务，确保不漏一人。四要提前统筹谋划，做好开学后教学安排工作。做好线上线下教学的衔接，及时做好线上教学的评估，在评估基础上合理安排春季学期教学计划；统筹做好毕业论文答辩和就业服务工作，根据实际情况合理调整、优化学位论文送审、答辩和学位授予的时间、方式和流程，大力开拓就业渠道，鼓励学生到基层就业。五要加强沟通协调，确保学校开学安全有序。要压紧压实责任，落实主体责任，强化组织领导，建立健全疫情防控体系；要加强部门联动，完善联防联控机制；要做好宣传引导，充分发挥媒体功能，大力宣传疫情防控知识、教育教学安排等情况。,会议现场,柳州市教育局、广西财经学院、广西职业技术学院、广西华侨学校等四个单位代表依次作交流发言。,视频会议结束后，我校就贯彻落实视会议精神、做好开学准备工作召开推进工作会议。,学校党委书记陈贵英强调，要认真学习贯彻黄俊华副主席的讲话精神，做实做细学校疫情防控和开学准备工作。一是按照会议精神完善细化方案。注重要抓好学生返校途中戴口罩和图书馆、体育馆、校园超市错峰限流等细致的工作。二是高度重视学生心理疏导工作。完善心理中心、辅导员、学生的联动机制，落实心理咨询老师值班制度，随时做好为学生心理咨询、疏导和干预工作。三是继续实行毕业生就业工作“一把手工程”，学工部门、二级学院要强化措施，切实做好毕业生就业指导与服务工作。",【防控疫情】我校组织参加全区高校开学工作视频调度会议
"发布日期：2020-04-19    作者：新华社记者 黄孝邦     来源：新华网
        点击：",http://www.gxstnu.edu.cn/info/1024/10076.htm,"                           在党鸠村桂黔乌英苗寨大枫树下，梁孟香在培训公开课上讲课。,1999年10月出生的梁孟香，是广西融水苗族自治县杆洞乡党鸠村的一位苗族姑娘，目前就读于广西科技师范学院。在新冠肺炎疫情期间的这个漫长假期，梁孟香受聘为“双语助脱贫”课外辅导员，为妈妈这一辈的妇女们培训普通话。,                     在党鸠村桂黔乌英苗寨妇女普通话培训班上，梁孟香结合防火知识给妇女上课。,党鸠村是一个偏远的深度贫困村，40岁以上的妇女几乎没上过学，语言障碍曾经是造成贫困的一个重要原因。随着免费义务教育的普及、农村义务教育学生营养改善计划的实施等一系列教育惠民政策的全面落实，当地女童已能享受到良好的教育。梁孟香和身边的很多小伙伴都考上了大学。,                                         在田间育秧结束后，梁孟香走在回家的路上。,梁孟香的妈妈吴妹约没有读过书，但她知道知识的重要。尽管家庭经济困难，她和丈夫还是辛勤劳动，咬牙坚持供孩子上大学。 今年2月份以来，党鸠村的部分妇女迎来了“上学”的机会。柳州市民宗委和融水苗族自治县妇联在党鸠村桂黔乌英苗寨试点举办“双语双向”普通话培训班，聘请返乡的大中学生为辅导员，为部分留守妇女提供普通话培训。,                                                    梁孟香和妈妈在绣苗衣,梁孟香积极报名参与，受聘成为一名“双语助脱贫”课外辅导员。这是梁孟香第一次走上讲台参与社会实践。能为家乡的脱贫攻坚尽一份力，她觉得特别有意义，身边也不断有大学生加入辅导员队伍中来。 梁孟香说：“看到她们每天进步一点点，我特别骄傲，希望有越来越多的‘新同学’加入培训班，学会讲普通话，为今后学习更多的知识打下基础。”,                   党鸠村村支书梁成张（右）给梁孟香颁发“双语助脱贫”课外辅导员聘书。,                         在党鸠村桂黔乌英苗寨妇女普通话培训班上，妇女们在听梁孟香讲课。,                               在党鸠村桂黔乌英苗寨妇女普通话培训班上，梁孟香在上课。,                          在党鸠村桂黔乌英苗寨，梁孟香（右）和小伙伴在公开课前备课。,                                    这是广西融水苗族自治县杆洞乡党鸠村。,                           在党鸠村桂黔乌英苗寨妇女普通话培训班上，梁孟香在上课。,                                                    梁孟香在家里上网课。,                           在党鸠村桂黔乌英苗寨大枫树下，梁孟香在培训公开课上讲课。,                             在党鸠村桂黔乌英苗寨大枫树下，梁孟香在培训公开课上讲课。,                       在党鸠村桂黔乌英苗寨大枫树下，梁孟香（左一）在培训公开课上讲课。",【转载新华网报道】苗山脱贫影像志——一位女大学生的特殊假期课堂
"发布日期：2020-04-20    作者：教务处     来源：林翠英
        点击：",http://www.gxstnu.edu.cn/info/1024/10077.htm,4月15日，自治区教育厅公布了2019年广西基础教育自治区级教学成果奖获奖名单，我校佘少华教授主持的《农村小学心理健康教育课“体验式”教学改革的探索与实践》成果荣获一等奖，雷文彪副教授主持的《基于瑶族文化传承的民族地区中小学文化育人模式的探讨与实践》成果荣获二等奖。这标志着我校基础教育教学改革迈出了新的步伐、取得了新的突破。,喜讯：我校在2019年广西基础教育教学成果奖中喜获佳绩
"发布日期：2020-04-21    作者：李明娟     来源：外国语学院
        点击：",http://www.gxstnu.edu.cn/info/1024/10078.htm,"4月20日下午，胡国强总会计师到外国语学院检查指导开学返校工作。外国语学院院长吴文亮、党委书记高崇毅等学院领导参加座谈会。,会上，胡总会计师听取了外国语学院学生返校情况的汇报。他强调，学院一定要做好返校学生的管理服务工作，关注学生的身体健康和心理健康，做好学生的思想工作。胡总会计师指出，要进一步提高思想认识，压紧压实工作责任，切实把师生的生命安全和身体健康放在首位，严格落实各项疫情防控措施。学院全体教职工和学生要熟悉掌握学校应急处置预案及流程图。学生返校后，要做好个人防护和宿舍卫生安全等工作，学院领导班子和全体师生要提高疫情防控意识，做好做细日常防控工作。,座谈会现场",【防控疫情】胡国强总会计师到外国语学院检查指导开学返校工作
"发布日期：2020-04-23    作者：文：杨新士/图：杨琪、杨新士、曾崇     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10082.htm,"经历了漫长的寒假，在春暖花开之际，4月22日，我校毕业年级学生返校报到学习。,学校高度重视返校学生的安全和健康，在复学准备工作中把疫情防控放在第一位，学生返校当天在来宾北站、火车站、汽车站等地设置接待站点，安排专人、专车，点对点接送学生返校。并重点落实校园封闭管理、教学、住宿、就餐、环境卫生消杀、生活安全等细节工作。,来宾市委、政府对我校开学工作十分关心。当天上午，来宾市副市长、市疫情防控领导工作小组指挥部副指挥长邓应文率市疫情防控指挥部开学工作组、联防联控组、医疗救治组等一行8人，到我校来宾校区检查指导疫情防控和毕业年级学生返校工作。校党委书记陈贵英、校党委副书记陈翔、副校长蓝海等领导接待邓应文副市长一行。,邓应文副市长到我校检查指导疫情防控和毕业年级学生返校工作,在学校门口，校党委书记陈贵英代表学校向邓应文副市长汇报了疫情防控和开学各项工作。并陪同邓应文副市长一行实地检查了校门口体温检测点、学生宿舍、方舱临时观察室等地，详细介绍学校疫情防控和学生开学返校各个环节的工作情况。,陈贵英书记向邓应文副市长一行汇报我校疫情防控和开学各项工作,邓应文副市长扫码进入学生宿舍,邓应文副市长实地检查方舱临时观察室,当天上午，张鹏校长率相关部门负责人，到来宾北站接待点检查指导学生返校接待工作。张鹏校长详细了解学生出站到登上“点对点”专车的整个接待工作流程。他对全体工作人员的辛勤付出给予了肯定，并叮嘱他们既要周密细致做好接待工作，又要注意做好个人防护。,张鹏校长在来宾北站接待点检查指导学生返校接待工作,学生有序排队上学校接站车,张鹏校长在校门口检查指导工作,当天下午，陈贵英书记、张鹏校长率队走访检查了学生宿舍，看望慰问毕业年级返校学生，与学生亲切交谈，询问了解他们的生活物资准备和身体健康情况，叮嘱学生返校后要严格遵守学校疫情防控各项规定，做好个人防护，认真完成学习任务，抓紧完成毕业论文、毕业设计等工作，积极主动应聘签约，尽快落实就业。并向学生赠送学校的“返校健康礼包”。,陈贵英书记向返校学生送“返校健康礼包”,张鹏校长看望慰问毕业年级返校学生,同学们对学校领导和老师的关心表示感谢，表示要严格遵守学校的各项规定和要求，积极做好自我防护，更加珍惜在学校学习时光，好好学习，不辜负学校领导和老师的殷切希望。,学生返校学习，宣告这个特别的假期已经结束，美丽的校园在春暖花开的季节里恢复了往日的生机与活力。",【图文】我校毕业年级学生顺利返校
"发布日期：2020-04-27    作者：韦贵方     来源：党委组织部
        点击：",http://www.gxstnu.edu.cn/info/1024/10096.htm,"4月16至17日，学校党委书记陈贵英等校领导分组带队，在组织部等有关部门负责同志陪同下，走访慰问我校派驻贫困村党组织第一书记家属，向他们发放慰问金、慰问品，为他们带去学校党委、行政的亲切关怀和问候。,在走访慰问过程中，学校领导与第一书记家属亲切交谈，深入了解第一书记家庭情况，详细询问了家属的工作生活、身体健康状况，了解他们实际困难和问题。校领导向家属介绍第一书记们在脱贫攻坚、乡村振兴工作中的辛劳付出和取得的成绩。是在他们“舍小家，顾大家”的不懈努力下，学校定点帮扶的贫困村脱贫成效显著，驻村贫困人口不断减少，定点帮扶的六个贫困村已有五个顺利脱贫摘帽，这些成绩的取得离不开家属们的理解和支持。,驻村第一书记家属对学校领导慰问表示感谢，表示将一如既往的理解和支持第一书记的工作，把家庭、工作、生活处理好，解决第一书记们的后顾之忧，让他们以更饱满的精神状态投入脱贫攻坚战斗。,陈贵英书记与第一书记家属亲切交谈,陈翔副书记与第一书记家属亲切交谈,蓝海副校长给第一书记家属送慰问金",【图文】学校领导走访慰问我校驻村第一书记家属
"发布日期：2020-04-27    作者：韦贵方、李长英     来源：纪检监察室、党委组织部
        点击：",http://www.gxstnu.edu.cn/info/1024/10097.htm,"4月24日，学校党委副书记、纪委书记吴江萍在食品与生化工程学院党总支部书记蓝峻峰以及校办、纪检监察室有关同志陪同下，赴融水县白云乡送我校新一轮派驻贫困村党组织第一书记和队员到任开展工作。,按照学校党委的统一部署，我校新选派食品与生化工程学院蓝群同志担任白云乡田里村党组织第一书记，国资处资产管理科副科长王乐同志担任枫木村驻村工作队员。,在白云乡，吴江萍副书记一行受到了白云乡党政领导班子的热烈欢迎，双方进行了座谈交流。会上，吴江萍副书记指出，学校党委高度重视第一书记和队员的选派工作，在深入研究贫困村具体情况的基础上，结合人选的工作能力和专业优势确定了驻贫困村党组织第一书记和队员。同时，嘱咐新任第一书记及工作队员要多向原第一书记学习及村“两委”干部学习，做好工作交接，尽快熟悉扶贫政策和乡情村情，认真履行扶贫工作职责，克服各种困难，稳步推进各项工作，努力实现脱贫目标。,会后，吴江萍副书记慰问了枫木村和田里村第一书记，为他们送上了慰问品。,蓝群（右三）到任白云乡田里村党组织第一书记,王乐（左一）到任枫木村驻村工作队员",【图文】我校新一轮派驻融水县白云乡贫困村党组织第一书记和工作队员到任开展工作
"发布日期：2020-04-29    作者：文：滕祥臣 图：杨新士     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10102.htm,"4月28日下午，来宾市人民政府副市长李光劭，市检验检测中心主任韦敏、市科学技术局副局长徐兴才等一行5人到我校推进政校合作工作。学校副校长李栋学及校办、科研管理处、财务处、食品与生化工程学院有关负责人参加座谈会。,座谈会现场,会上，李栋学副校长代表学校向李光劭副市长一行汇报了我校承担的厅市会商项目《广西无机材料绿色制备与应用重点实验室》建设基本情况和建设设想，并对我校政校合作的其他情况作了介绍。李副校长指出，学校在转型发展中存在科技人才引进难、政校合作体制机制创新及建设经费不足等方面的困难，希望得到市政府大力支持。,李光劭副市长对我校办学情况及政校合作取得的成绩给予了充分的肯定，并积极回应我校提出的诉求。李副市长表示，在科技人才引进方面，将会同有关部门，进一步拓宽引进渠道，培育良好的人才环境；在政校合作体制机制上，支持探索，鼓励创新，力争突破改革中存在的瓶颈问题；在建设经费问题上，将共同努力，多方筹措，一起把重点实验室建设好。,李光劭副市长要求与会各方在政校合作中要着力聚焦符合来宾市产业特点的科技创新目标，努力实现资源共享、信息互通、人才共用，共同推动产业科技创新。同时，希望学校抓住机会，积极融入来宾市科技支撑产业高质量发展的进程，为全市产业发展作出更大贡献。,会前，李光劭副市长一行在李栋学副校长陪同下实地考察了食品与生化工程学院糖资源工程技术中心及其他科研平台，详细了解有关建设情况。,参观糖资源工程技术中心",【图文】来宾市副市长李光劭一行到我校推进政校合作
"发布日期：2020-04-18    作者：文：杨新士/图：林文强、杨琪、杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10075.htm,"4月16日、17日，学校先后在来宾校区、柳州校区开展新冠肺炎疫情防控应急演练。学校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，校长助理、柳州校区管委会主任宋启军，学校开学工作领导小组各工作组及各有关部门负责人、二级学院党政负责人及辅导员参加演练。校党委书记陈贵英、校长张鹏担任此次演练总指挥，校党委副书记陈翔担任现场指挥。,来宾校区应急演练现场,柳州校区应急演练现场,应急演练选取学生返校日和开学后学生在学习、生活中出现体温异常等症状进行防控实战应急演练。,“开学日，校门发现学生体温异常”场景演练：主要演练学生返校日校门人员、交通压力大的情况下，发现有学生体温超过标准时，进行体温再检测、再确认、临时安置等；启动应急机制，逐级报告情况，联系结对医院接送就诊、现场消杀防疫，以及医院确诊后进行治疗和治愈后返校时到校内健康观察室进行观察等。,校门口场景演练现场,护送“发烧学生”上车,陈贵英书记、张鹏校长对演练现场指导,“宿舍内，学生出现发烧、咳嗽等症状”场景演练：主要演练学生在宿舍里出现发烧、咳嗽等症状，第一发现人及时报告情况，学校启动应急机制，安排人员护送发烧学生到医务室测量体温、确定发烧，逐级报告情况，并联系结对医院接送就诊等。,进出宿舍扫码测温,宿舍内场景演练现场,“课堂中，学生出现咳嗽、咽痛、发烧等症状”场景演练：学生在教室上课时出现咳嗽、咽痛、发烧等症状，并向任课老师报告，老师向疫情防控指挥部医疗救治和后勤保障组报告，并安排同学护送身体不适学生到学校医务室检测体温，确认咳嗽、咽痛、发烧等症状，学校联系结对医院接送就诊等。,课堂中场景演练现场,同时演练的还有食堂工作人员出现发烧症状的应急处置、环境消杀防疫等。,食堂场景演练现场,室内消毒,演练结束后，学校在来宾校区科教楼七楼会议室召开应急演练总结会，校党委书记陈贵英主持会议和讲话，校长张鹏对应急演练工作进行总结。,张鹏校长指出，本次演练在全体参演人员的共同努力下，完成了各项演练任务，为做好新学期开学的疫情防控工作累积了一定的实战经验。同时，对演练过程中暴露的问题和不足，逐一指出和点评，并提出整改意见，要求各单位限期完成整改。,陈贵英书记在讲话中对应急演练的每一个环节进行了点评。陈书记指出，做好疫情防控和开学工作，事关师生员工的生命安全和身体健康，事关学校教育教学工作正常开展和学校的稳定大局，要求坚持问题导向，认真检视演练过程中校门管理、检测体温、逐级报告、接送就诊、消毒防疫、交通疏导、协调配合以及健康观察室管理服务、防控物资管理发放等环节存在的问题和不足，要求及时查缺补漏、整改到位。陈书记强调，,流程再梳理。在完善总流程图的基础上，各个重要环节的工作流程要明确、具体，可操作性要更强，管理服务要到位。,细节再完善。细节决定成败，每一项工作、每一个环节、每一个流程都要注意推敲细节，把形势预判、问题分析、工作谋划、主要措施等做得更加到位。,人员再培训。疫情防控和开学工作的各个环节都有一支队伍具体负责，各二级学院和部门都有相应的机构人员对接，要强化人员培训，确保思想更重视、流程更熟悉、措施更得力、行动更到位。,再次组织演练。在完善流程的基础上，各工作组对所负责的工作进行精准演练，细化工作，切实增强应急处置能力，确保学生安全有序进校和教育教学工作正常开展。,总结会现场",【防控疫情】学校开展新冠肺炎疫情防控应急演练
"发布日期：2020-04-30    作者：     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10112.htm,"4月30日，学校党委书记陈贵英主持召开党委会议，传达学习习近平总书记在决战决胜脱贫攻坚座谈会上的重要讲话精神。全体校领导、党委委员参加会议。,会议指出，今年是脱贫攻坚战的收官之年，又遭遇疫情影响，各项工作任务更重、要求更高。在这重要节点和特殊时期，习近平总书记的重要讲话向全党全国发出了克服疫情影响、攻克最后堡垒、确保如期全面收官的冲锋动员令，给我们提供了思想指引、行动指南和强大精神力量。每名党员干部，尤其是学校领导要学懂弄通透悟，要将教育脱贫攻坚战与学校中心工作紧密结合，进一步强化工作措施，持续发挥教育对巩固脱贫攻坚成果、建立防贫防返贫长效机制的重要作用。以更大决心、更强力度创造性开展工作，坚决克服疫情影响，为夺取脱贫攻坚战全面胜利作出学校应有的贡献。,会议现场",【图文】学校党委传达学习习近平总书记在决战决胜脱贫攻坚座谈会上的重要讲话精神
"发布日期：2020-04-30    作者：周集     来源：文化与传播学院
        点击：",http://www.gxstnu.edu.cn/info/1024/10145.htm,"近日，由中共来宾市宣传部、市文联、市妇联、市人民医院主办，我校文化与传播学院等单位协办的来宾市抗击新冠肺炎疫情主题朗诵会在来宾书城一楼小剧场圆满举行。文化与传播学院党委书记陆文清出席了活动。,主题朗诵会分为《逆行篇》、《战“疫”篇》、《凯旋篇》三个篇章，抗击疫情的诗歌主要是由来宾市作家、诗人等创作完成，其中文化与传播学院周集、刘笳、湛贵玲等教师朗诵的诗歌《防护服下的你真的很美丽》是该院党委书记陆文清创作完成，作品内容感人至深，现场聆听朗诵的观众，尤其是赴武汉参加抗击疫情阻击的医务人员们深受感动。文化与传播学院教师黄菁竹还倾情演绎了原创作品《沿着春天的叶脉》。,诗歌朗诵《防护服下的你真的很美丽》,同时，本次活动还为荣获“来宾市三八红旗手”的集体和个人进行颁奖，文化与传播学院教师黄菁竹荣获“来宾市三八红旗手”荣誉称号。",【图文】文化与传播学院协办的来宾市抗击新冠肺炎疫情主题朗诵会圆满举行
"发布日期：2020-05-18    作者：罗钰娴     来源：校团委
        点击：",http://www.gxstnu.edu.cn/info/1024/10166.htm,"近日，共青团广西区委、广西青年联合会下发2019年度表彰文件，我校外国语学院英语本科专业2017级1班团支部荣获2019年度“广西五四红旗团支部（总支）”荣誉称号，文化与传播学院陈思玲同学荣获2019年度“广西优秀共青团员”荣誉称号。,外国语学院英语本科专业2017级1班团支部荣获2019年度“广西五四红旗团支部（总支）”荣誉称号,同时，在来宾市召开纪念五四运动101周年和建团98周年暨共青团来宾市四届三次全会（扩大）会议上，通报表扬了2019年共青团先进集体和个人。我校体育学院团委荣获2019年度“来宾市五四红旗团委”荣誉称号；外国语学院冯筱娣老师荣获2019年度“来宾市优秀共青团干部”；经济与管理学院吴卓纭、食品与生化工程学院孙菲璠、外国语学院张培等3名同学荣获2019年度“来宾市优秀共青团员”荣誉称号。,体育学院团委荣获2019年度“来宾市五四红旗团委”荣誉称号",喜讯：我校团学工作喜获区市级荣誉
"发布日期：2020-05-21    作者：文：程茂华 图：杨新士     来源：发展规划与学科建设处
        点击：",http://www.gxstnu.edu.cn/info/1024/10173.htm,"5月20日下午，学校在学术报告厅召开“十四五”事业发展规划编制工作动员部署会。校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，校长助理宋启军以及各机关教辅部门、二级学院主要负责人参加会议。会议由校党委书记陈贵英书记主持。,会议现场,陈贵英书记主持会议,会上，张鹏校长对学校“十四五”事业发展规划编制工作作了动员部署。张校长简要总结了学校“十三五”期间取得的成绩与存在不足，介绍了《广西科技师范学院“十四五”事业发展规划编制工作方案》，重点解读了规划编制的指导思想、编制原则、主要任务、规划体系、组织与进度安排、工作要求等方面内容。,张鹏校长要求，一是统一思想，充分认识学校规划编制工作的重大意义；二是统一认识，高标准、严要求开展学校“十四五”规划编制相关工作；三是在总结“十三五”的基础上，深刻领会规划编制的指导思想、准确把握规划编制的基本原则、要严格按进度安排推进规划编制，精心编制出一个凝聚人心、科学可行、具有前瞻性的学校“十四五”事业发展规划；四是加强调研，群策群力，扎实工作，根据规划编制要求和时间节点推进编制工作，为实现学校快速稳定发展作出积极贡献。,张鹏校长讲话,为确保学校“十四五”事业发展规划编制工作有序、高效进行，陈贵英书记在会上强调，一是统一思想，提高认识，把规划编制工作作为今年一项重要工作抓紧抓实；二是明确责任，协调配合，理顺好总规划与8个子规划的关系，制定各子规划编制工作方案，有步骤开展编制工作；三是加强调查研究，合理确定目标，科学编制规划；四是加强组织领导，统筹安排工作，按时完成任务。",【图文】学校召开“十四五”事业发展规划编制工作动员部署会
"发布日期：2020-05-21    作者：杨琪     来源：党委宣传部
